latitude,longitude,crime_type,time_of_crime,population_density,median_income,education_level,unemployment_rate,proximity_to_transport,proximity_to_parks,proximity_to_schools,proximity_to_bars,historical_crime_data,poverty_rate,housing_density,police_stations,patrol_routes,response_time,weather_conditions
24.425354314677882,85.47139193388792,Theft,2023-03-01 22:00:00,237,78392,0.09092592982038039,0.008689045884732228,0.5086682574346568,0.9823142123446809,0.850107453234751,0.584320546851955,14,0.002739517118804158,0.28465162345032624,5,14,24.190948345402024,Thunderstorm
29.28352949807465,68.39486628272353,Burglary,2023-12-31 18:00:00,93,73044,0.7821353634244159,0.08560554581505049,0.6817658642516381,0.3993593860447815,0.9935585575302799,0.07600243310729549,32,0.49531670008821893,0.4595645789097229,2,5,19.155697209858843,Fog
26.000690581292005,82.04170753861662,Theft,2023-03-25 10:00:00,365,30709,0.25674240814905724,0.0998363669103391,0.37538921899023237,0.5874588318505717,0.7995639300224364,0.8026081067644807,12,0.048222594108292105,0.19255919009293754,5,18,4.24136425175788,Rain
24.31058894350939,88.86697245457273,Assault,2023-09-29 10:00:00,327,88765,0.5387518584436566,0.08956951926730104,0.12946952245179288,0.4315860696701923,0.14154897217739004,0.8455903388181225,33,0.2251145718978832,0.7741227286890289,6,9,24.592103546594505,Fog
20.77072014069602,69.38848015830585,Assault,2023-12-19 16:00:00,414,23969,0.8113770403016125,0.0008949253423466086,0.015406445826905868,0.158896438494607,0.7626427949568991,0.048076096154417436,28,0.07754210434423903,0.24768993574170473,2,5,15.105814098548189,Rain
27.260108101546358,93.86997945259529,Assault,2023-04-13 20:00:00,62,62190,0.7880353687003,0.13048577175705045,0.386742336087597,0.12555170305093377,0.5668995383859755,0.7704158719475585,13,0.02130879605912639,0.15292434902266538,9,5,5.094224446394333,Clear
21.177546568870625,83.33838550742522,Assault,2023-10-16 08:00:00,418,63264,0.4959750270792086,0.05147855506616766,0.7427384671441736,0.21269615262495822,0.5631812409527487,0.9808588710857735,12,0.2507810119885127,0.8731545700763846,2,5,19.4878303176181,Snow
34.43977162283673,68.99836871594353,Assault,2023-10-28 06:00:00,148,89025,0.9758464133154727,0.008931764871889026,0.9905517338292045,0.6053378112295557,0.3372456456248537,0.7907331077229514,31,0.29807631081659597,0.2606375117012084,9,18,5.344310180889106,Rain
36.538952606630055,74.67531882928061,Vandalism,2023-02-11 02:00:00,183,37056,0.49763315709084066,0.10069372187586374,0.463072623691111,0.5465335873757587,0.16073298083378662,0.3978794562599788,15,0.11955510417371612,0.9508383297282114,9,6,25.144407793687975,Clear
19.59649234971271,96.04269790532027,Robbery,2023-06-14 02:00:00,326,86301,0.27879141669105545,0.18410947653224444,0.29491717747170043,0.3285884322865048,0.17305194118042166,0.7177293639412117,44,0.33506606305371134,0.277632501013479,1,10,8.10260738590111,Snow
31.51837111201381,85.16196817842523,Burglary,2023-12-14 19:00:00,174,85733,0.3024312445516868,0.005888056673205644,0.3466668410446121,0.04417423970816814,0.05759950627300581,0.292174220375387,23,0.37894241479316465,0.1058260506126929,4,13,20.235266801187667,Clear
23.84373165678481,71.24894623562597,Robbery,2023-08-23 08:00:00,209,95678,0.7436427238772702,0.0027483186142886586,0.0919310791981881,0.32402805011222846,0.8053498249492415,0.6577465844009773,28,0.4426321938835116,0.5426940115689253,2,12,24.04754987357029,Fog
24.986901183942827,76.52505391682045,Assault,2023-08-20 00:00:00,404,76822,0.43710703889059366,0.11754961737254631,0.4501132322637529,0.39830332365240295,0.7439484279843109,0.5175209486562324,25,0.2591382685615805,0.47591971903845165,5,1,19.74414401949337,Rain
35.427421838145705,81.48141623771218,Burglary,2023-05-28 00:00:00,329,47753,0.41878848478549024,0.10859724746167765,0.6271286230489581,0.7564237829340678,0.8567286077597106,0.662227407428941,42,0.2673320931125023,0.3596777853125771,5,8,15.713093042593739,Clear
10.4742528993783,68.7138370295445,Burglary,2023-08-26 13:00:00,69,32975,0.02048659526993446,0.003141269702565719,0.6235774122370806,0.7374839894934233,0.7041431300491428,0.41383578997582815,2,0.21940926972718616,0.4292175111136419,9,12,7.186675833253002,Snow
10.944175551284989,80.16033454888313,Burglary,2023-10-17 15:00:00,135,46098,0.30527816042104927,0.020613750134880426,0.012769027512908315,0.22140809653603255,0.16778600305867497,0.15416755408644356,26,0.26996252538877424,0.7625521807244028,7,1,28.170266375160548,Thunderstorm
8.990377205257511,82.44113801823666,Theft,2023-02-18 17:00:00,353,40853,0.8603830798416068,0.1672789284589387,0.6337319645410171,0.22767395199424867,0.735959019803195,0.4210430439060491,25,0.01441537094884554,0.822417159017322,7,6,3.615953979486684,Snow
32.71249948999979,75.2397617457401,Theft,2023-09-26 11:00:00,312,92583,0.8035044982271469,0.09052768929934787,0.6656864286583842,0.6278828273877696,0.5578519315361047,0.47740911847182876,39,0.2903338967719295,0.11054092982724117,1,4,14.758236779965781,Rain
31.12217712773564,85.3471227085552,Vandalism,2023-01-25 10:00:00,118,75294,0.7465108599826601,0.02487745332820537,0.5020245284001009,0.6517763473952897,0.10867295331553428,0.6778617515894295,46,0.321149967337087,0.3662684382651846,7,6,20.8850871077009,Rain
33.80435472880712,90.16993550405078,Burglary,2023-11-17 13:00:00,251,68469,0.023128386675719925,0.031184096832157882,0.9448792994203108,0.5611027760705191,0.9051223496053218,0.2845136955685824,40,0.4990396708692302,0.653919741369691,1,13,4.719283602552872,Thunderstorm
36.97565559319671,75.00994276629511,Burglary,2023-11-03 01:00:00,74,45630,0.02699029143169318,0.12228454719891291,0.2580447441626178,0.11197138032779375,0.9023171026611102,0.6456507764029659,44,0.1386031547421171,0.016279061190642152,9,3,10.512485101026321,Fog
31.735430075128335,86.28064707820364,Robbery,2023-07-20 19:00:00,481,43560,0.3114649593908826,0.0657331989557556,0.8519159086521346,0.28572014839159043,0.627864204667689,0.23383749483744698,1,0.46493182906995567,0.5806082280372502,7,7,25.729867823043207,Snow
21.87519737778561,86.84093171883762,Robbery,2023-04-13 18:00:00,466,40077,0.47445327221813327,0.005141046409909556,0.17422156381205622,0.03170321146107313,0.4196412197940792,0.7649086776791715,37,0.43509740905329664,0.2079981808767245,8,14,10.770852007191712,Rain
31.191451947564502,95.89223082307504,Robbery,2023-05-15 10:00:00,268,72693,0.9097412679862698,0.12720369924358574,0.26195517446124195,0.7615941474726534,0.23792410321097457,0.7221115994544708,22,0.2143246365516585,0.495616780202335,5,13,8.39635598087176,Thunderstorm
11.853613235372851,90.90349170178581,Robbery,2023-03-28 06:00:00,322,97049,0.38462981600553936,0.006470585210587809,0.20489877507182785,0.8065034273644852,0.09760052569801925,0.11774830724293639,15,0.39510376021331683,0.7737701742114964,1,14,23.386842153718593,Clear
27.085693822763695,92.95651640484718,Theft,2023-04-19 23:00:00,276,49421,0.28852500286289273,0.022055989698577784,0.8853194963608946,0.9204805994112247,0.8059994989169776,0.592654903863343,7,0.26911301164240464,0.7165289558231814,4,5,7.2901111434172385,Rain
12.585915992344155,82.46930331718286,Theft,2023-09-10 08:00:00,200,50784,0.5711529683047126,0.03175364969831953,0.7935256794748252,0.08791556678404544,0.9667530778577011,0.0880500269296034,38,0.054570228073590854,0.6008388632058875,7,1,14.5974903720695,Thunderstorm
35.98433237784785,73.53071359849591,Assault,2023-11-24 08:00:00,175,22651,0.9146942995496945,0.02865558229636407,0.45048377510744886,0.9062129562245375,0.014040632123223706,0.9691243185508291,36,0.03415062007561298,0.08750522787658521,8,5,27.153440908062805,Fog
23.637970995102094,97.27738808371731,Assault,2023-06-09 23:00:00,78,67154,0.73863871146225,0.15231258926848643,0.3780230719022343,0.9184252230271858,0.4793612869850442,0.3392396282439475,23,0.12870189946936078,0.1497960269130566,3,8,29.25359215520342,Fog
20.50812864772329,71.89012379843389,Burglary,2023-12-18 06:00:00,334,72400,0.8566662819793105,0.01868909117670956,0.012901289752904943,0.9977059924321842,0.10603578759806576,0.020261149647881282,0,0.14913214574609363,0.4013454139948648,3,3,23.095429998540812,Snow
